Sample	Gender	Pop	Sub.pop
HGDP01311	male		
HGDP01353	male		
HGDP01316	female		
HGDP01358	male		
HGDP01380	female		
HGDP01360	male		
HGDP01385	male		
HGDP01233	male		
HGDP01397	male		
HGDP01238	female		
HGDP01289	male		
HGDP01245	male		
HGDP01291	female		
HGDP01384	female		
HGDP01296	male		
HGDP01396	male		
HGDP01328	male		
HGDP01404	male		
HGDP01330	male		
HGDP01310	male		
HGDP01342	male		
HGDP01322	male		
HGDP01366	female		
HGDP01327	male		
HGDP01373	female		
HGDP01257	male		
HGDP01378	male		
HGDP01264	male		
HGDP01417	male		
HGDP01372	male		
HGDP01188	female		
HGDP01377	male		
Kusunda02	male		
HGDP01411	male		
HGDP01203	male		
HGDP01416	male		
Sir19	male		
HGDP00090	male		
Igor20	female		
HGDP00569	female		
HGDP00058	male		
HGDP01012	male		
Ale32	male		
NA15761	female		
DNK07	male		
YemeniteJew5433	male		
HGDP00457	male		
HGDP01199	male		
HGDP01044	female		
HGDP01315	female		
HGDP01335	female		
CHI-007	male		
HGDP01032	male		
HGDP00449	male		
I1	male		
HGDP00019	male		
HGDP00027	male		
Igor21	male		
mg31	male		
Utsa22	male		
Utsa21	female		
HGDP00533	male		
HGDP01018	female		
HGDP00526	female		
HGDP01246	male		
HGDP01168	female		
Mansi41	female		
HGDP00552	female		
HGDP00798	male		
HGDP00956	female		
NorthOssetia12	male		
HGDP01240	male		
HGDP00616	male		
mixe0042	female		
M4	male		
HGDP00216	male		
HGDP00286	female		
NA15728	male		
HGDP01323	female		
K4	male		
Ale20	female		
Bu16	male		
Ayodo_502C	female		
HGDP00987	male		
Nesk_22	female		
HGDP00932	male		
HGDP01253	male		
armenia293	male		
HGDP00476	female		
HGDP01098	female		
HGDP01215	female		
HGDP00160	male		
Kayseri24424	female		
Bishkek28440	male		
Sir40	female		
HGDP01163	male		
Tuba9	female		
HGDP00951	male		
Y8	male		
HGDP01036	male		
HGDP00717	male		
HGDP01365	female		
Dus16	female		
Sam02	male		
tdj430_shugnan	male		
HGDP01079	male		
SAH31	male		
NOR111	female		
B11	male		
NA12236	female	EUR	CEU
YemeniteJew4695	female		
HGDP00785	male		
HGDP00855	female		
Kusunda15	male		
HGDP00660	female		
HGDP01308	male		
Dus22	female		
Est400	male		
HGDP00773	female		
R3	male		
NA13607	male		
HGDP00982	male		
HG00106	female	EUR	GBR
HG00113	male	EUR	GBR
HG00118	female	EUR	GBR
HG00120	female	EUR	GBR
HG00098	male	EUR	GBR
HG00101	male	EUR	GBR
HG00339	female	EUR	FIN
HG00341	male	EUR	FIN
HG00346	female	EUR	FIN
HG00353	female	EUR	FIN
HG00358	male	EUR	FIN
HG00360	male	EUR	FIN
HG00365	female	EUR	FIN
HG00372	male	EUR	FIN
HG00377	female	EUR	FIN
HG00384	female	EUR	FIN
HG00404	female	EAS	CHS
HG00409	male	EAS	CHS
HG00411	male	EAS	CHS
HG00423	female	EAS	CHS
HG00428	female	EAS	CHS
HG00442	male	EAS	CHS
HG00182	male	EUR	FIN
HG00187	male	EUR	FIN
HG00233	female	EUR	GBR
HG00238	female	EUR	GBR
HG00240	female	EUR	GBR
HG00269	female	EUR	FIN
HG00271	male	EUR	FIN
HG00276	female	EUR	FIN
HG00288	female	EUR	FIN
HG00290	male	EUR	FIN
HG00303	male	EUR	FIN
HG00144	female	EUR	GBR
HG00149	male	EUR	GBR
HG00151	male	EUR	GBR
HG00156	male	EUR	GBR
HG00308	male	EUR	FIN
HG00310	male	EUR	FIN
HG00315	female	EUR	FIN
HG00327	female	EUR	FIN
HG00334	female	EUR	FIN
HG00245	female	EUR	GBR
HG00252	male	EUR	GBR
HG00257	female	EUR	GBR
HG00264	male	EUR	GBR
HG00125	female	EUR	GBR
HG00132	female	EUR	GBR
HG00137	female	EUR	GBR
HG00480	male	EAS	CHS
HG00500	male	EAS	CHS
HG00512	male	EAS	CHS
HG00524	male	EAS	CHS
HG00531	female	EAS	CHS
HG00536	male	EAS	CHS
HG00543	female	EAS	CHS
HG00675	female	EAS	CHS
HG00694	male	EAS	CHS
HG00699	female	EAS	CHS
HG00702	female	EAS	CHS
HG00707	male	EAS	CHS
HG00733	female	AMR	PUR
HG00738	male	AMR	PUR
HG00740	female	AMR	PUR
HG00620	female	EAS	CHS
HG00625	male	EAS	CHS
HG00632	female	EAS	CHS
HG00637	male	AMR	PUR
HG00447	female	EAS	CHS
HG00459	male	EAS	CHS
HG00473	female	EAS	CHS
HG00478	male	EAS	CHS
HG00555	female	AMR	PUR
HG00567	male	EAS	CHS
HG00579	female	EAS	CHS
HG00581	female	EAS	CHS
HG00651	female	EAS	CHS
HG00656	male	EAS	CHS
HG00663	female	EAS	CHS
HG00593	female	EAS	CHS
HG00598	male	EAS	CHS
HG00613	male	EAS	CHS
HG00978	female	EAS	CDX
HG01192	male	AMR	PUR
HG01197	male	AMR	PUR
HG01200	male	AMR	PUR
HG01205	female	AMR	PUR
HG01243	male	AMR	PUR
HG00174	female	EUR	FIN
HG01248	female	AMR	PUR
HG00179	female	EUR	FIN
HG01250	male	AMR	CLM
HG00181	male	EUR	FIN
HG01274	male	AMR	CLM
HG00186	male	EUR	FIN
HG01279	female	AMR	CLM
HG00232	female	EUR	GBR
HG01281	female	AMR	CLM
HG00237	female	EUR	GBR
HG01286	male	AMR	PUR
HG00124	female	EUR	GBR
HG01301	female	AMR	PUR
HG00129	male	EUR	GBR
HG01104	male	AMR	PUR
HG00131	male	EUR	GBR
HG01109	male	AMR	PUR
HG00136	male	EUR	GBR
HG01111	female	AMR	PUR
HG00143	male	EUR	GBR
HG01123	female	AMR	CLM
HG00148	male	EUR	GBR
HG01130	male	AMR	CLM
HG00150	female	EUR	GBR
HG01135	male	AMR	CLM
HG00155	male	EUR	GBR
HG01142	male	AMR	CLM
HG00105	male	EUR	GBR
HG01161	male	AMR	PUR
HG00112	male	EUR	GBR
HG01046	female	EAS	CDX
HG00117	male	EUR	GBR
HG01053	female	AMR	PUR
HG00097	female	EUR	GBR
HG01058	female	AMR	PUR
HG00100	female	EUR	GBR
HG01060	male	AMR	PUR
HG01072	male	AMR	PUR
HG01077	female	AMR	PUR
HG01084	female	AMR	PUR
HG01089	female	AMR	PUR
HG01096	male	AMR	PUR
HG00554	female	AMR	PUR
HG01173	male	AMR	PUR
HG00559	male	EAS	CHS
HG01178	male	AMR	PUR
HG00561	female	EAS	CHS
HG01255	male	AMR	CLM
HG00566	female	EAS	CHS
HG01495	female	AMR	CLM
HG00578	female	EAS	CHS
HG01503	male	EUR	IBS
HG00580	male	EAS	CHS
HG01508	male	EUR	IBS
HG00369	male	EUR	FIN
HG01433	male	AMR	CLM
HG00371	male	EUR	FIN
HG01438	female	AMR	CLM
HG00376	female	EUR	FIN
HG01440	male	AMR	CLM
HG00383	female	EUR	FIN
HG01445	male	AMR	CLM
HG00403	male	EAS	CHS
HG01452	male	AMR	CLM
HG00408	female	EAS	CHS
HG01349	female	AMR	CLM
HG00453	female	EAS	CHS
HG01351	female	AMR	CLM
HG00458	female	EAS	CHS
HG01356	male	AMR	CLM
HG00465	male	EAS	CHS
HG01363	female	AMR	CLM
HG00472	male	EAS	CHS
HG01510	female	EUR	IBS
HG00477	male	EAS	CHS
HG01515	male	EUR	IBS
HG00410	female	EAS	CHS
HG01522	female	EUR	IBS
HG00422	female	EAS	CHS
HG01457	male	AMR	CLM
HG00427	male	EAS	CHS
HG01464	male	AMR	CLM
HG00446	female	EAS	CHS
HG01471	female	AMR	CLM
HG00244	male	EUR	GBR
HG01483	female	AMR	CLM
HG00249	female	EUR	GBR
HG01488	male	AMR	CLM
HG00251	male	EUR	GBR
HG01490	female	AMR	CLM
HG00256	male	EUR	GBR
HG01325	male	AMR	PUR
HG00263	female	EUR	GBR
HG01344	male	AMR	CLM
HG00530	male	EAS	CHS
HG01375	female	AMR	CLM
HG00535	male	EAS	CHS
HG01394	female	AMR	PUR
HG00542	male	EAS	CHS
HG01402	male	AMR	PUR
HG00268	female	EUR	FIN
HG01414	female	AMR	PUR
HG00270	female	EUR	FIN
HG01572	female	AMR	PEL
HG00275	female	EUR	FIN
HG01577	male	AMR	PEL
HG00282	female	EUR	FIN
HG01589	male	SAS	PJL
HG00302	female	EUR	FIN
HG01596	male	EAS	KHV
HG00338	male	EUR	FIN
HG01678	male	EUR	IBS
HG00345	male	EUR	FIN
HG01680	male	EUR	IBS
HG00357	female	EUR	FIN
HG01685	female	EUR	IBS
HG00364	female	EUR	FIN
HG01697	female	EUR	IBS
HG00319	female	EUR	FIN
HG01616	female	EUR	IBS
HG00321	male	EUR	FIN
HG01623	female	EUR	IBS
HG00326	female	EUR	FIN
HG01628	female	EUR	IBS
HG00718	male	EAS	CHS
HG01527	male	EUR	IBS
HG00732	female	AMR	PUR
HG01565	male	AMR	PEL
HG00737	female	AMR	PUR
HG01767	male	EUR	IBS
HG00693	female	EAS	CHS
HG01774	male	EUR	IBS
HG00698	male	EAS	CHS
HG01779	female	EUR	IBS
HG00701	male	EAS	CHS
HG01748	male	EUR	IBS
HG00706	male	EAS	CHS
HG01755	female	EUR	IBS
HG00585	female	EAS	CHS
HG01762	female	EUR	IBS
HG00592	male	EAS	CHS
HG01630	male	EUR	IBS
HG00597	female	EAS	CHS
HG01673	female	EUR	IBS
HG00600	female	EAS	CHS
HG01700	male	EUR	IBS
HG00612	female	EAS	CHS
HG01705	male	EUR	IBS
HG00650	male	EAS	CHS
HG01604	female	EUR	IBS
HG00655	female	EAS	CHS
HG01609	male	EUR	IBS
HG00662	male	EAS	CHS
HG01611	male	EUR	IBS
HG00674	male	EAS	CHS
HG01914	male	AFR	ACB
HG00624	male	EAS	CHS
HG01919	female	AMR	PEL
HG00629	female	EAS	CHS
HG01921	female	AMR	PEL
HG00631	male	EAS	CHS
HG01926	male	AMR	PEL
HG00636	male	EAS	CHS
HG01868	female	EAS	KHV
HG01083	female	AMR	PUR
HG01870	female	EAS	KHV
HG01088	male	AMR	PUR
HG01882	male	AFR	ACB
HG01090	male	AMR	PUR
HG01933	female	AMR	PEL
HG01095	female	AMR	PUR
HG01938	male	AMR	PEL
HG01064	female	AMR	PUR
HG01940	female	AMR	PEL
HG01069	male	AMR	PUR
HG01813	female	EAS	CDX
HG01071	female	AMR	PUR
HG01844	male	EAS	KHV
HG01052	female	AMR	PUR
HG01849	male	EAS	KHV
HG00864	female	EAS	CDX
HG01781	male	EUR	IBS
HG01103	female	AMR	PUR
HG01786	female	EUR	IBS
HG01108	female	AMR	PUR
HG01887	male	AFR	ACB
HG01110	male	AMR	PUR
HG01894	female	AFR	ACB
HG01122	female	AMR	CLM
HG01798	female	EAS	CDX
HG01367	female	AMR	CLM
HG01801	female	EAS	CDX
HG01374	male	AMR	CLM
HG01806	female	EAS	CDX
HG01379	female	AMR	CLM
HG01945	female	AMR	PEL
HG01393	female	AMR	PUR
HG01851	female	EAS	KHV
HG01191	female	AMR	PUR
HG01863	female	EAS	KHV
HG01204	male	AMR	PUR
HG02102	female	AMR	PEL
HG01242	female	AMR	PUR
HG02107	male	AFR	ACB
HG01247	male	AMR	PUR
HG02121	female	EAS	KHV
HG01254	female	AMR	CLM
HG02126	female	EAS	KHV
HG01259	male	AMR	CLM
HG02006	female	AMR	PEL
HG01261	male	AMR	CLM
HG02013	male	AFR	ACB
HG01273	male	AMR	CLM
HG02018	female	EAS	KHV
HG01348	female	AMR	CLM
HG02049	female	EAS	KHV
HG01350	male	AMR	CLM
HG02051	male	AFR	ACB
HG01355	female	AMR	CLM
HG02056	male	EAS	KHV
HG01362	male	AMR	CLM
HG02020	male	EAS	KHV
HG01172	male	AMR	PUR
HG02025	female	EAS	KHV
HG01177	female	AMR	PUR
HG02032	male	EAS	KHV
HG01184	female	AMR	PUR
HG01988	male	AFR	ACB
HG01189	male	AMR	PUR
HG01990	male	AFR	ACB
HG01278	female	AMR	CLM
HG01995	female	AMR	PEL
HG01280	male	AMR	CLM
HG02068	female	EAS	KHV
HG01305	male	AMR	PUR
HG02070	male	EAS	KHV
HG01134	female	AMR	CLM
HG02075	female	EAS	KHV
HG01139	male	AMR	CLM
HG01971	female	AMR	PEL
HG01141	female	AMR	CLM
HG01976	female	AMR	PEL
HG01312	female	AMR	PUR
HG01983	female	AMR	PEL
HG01324	female	AMR	PUR
HG02082	male	EAS	KHV
HG01343	female	AMR	CLM
HG02087	female	EAS	KHV
HG01571	male	AMR	PEL
HG01952	male	AMR	PEL
HG01583	male	SAS	PJL
HG01969	female	AMR	PEL
HG01590	female	SAS	PJL
HG02188	female	EAS	CDX
HG01595	female	EAS	KHV
HG02190	female	EAS	CDX
HG01494	male	AMR	CLM
HG02215	female	EUR	GBR
HG01499	male	AMR	CLM
HG02222	female	EUR	IBS
HG01502	male	EUR	IBS
HG02253	male	AMR	PEL
HG01507	female	EUR	IBS
HG02258	male	AFR	ACB
HG01514	female	EUR	IBS
HG02260	female	AMR	PEL
HG01519	female	EUR	IBS
HG02265	male	AMR	PEL
HG01521	male	EUR	IBS
HG02272	female	AMR	PEL
HG01526	male	EUR	IBS
HG02277	male	AMR	PEL
HG01432	female	AMR	CLM
HG02284	male	AFR	ACB
HG01437	male	AMR	CLM
HG02309	female	AFR	ACB
HG01444	female	AMR	CLM
HG02316	male	AFR	ACB
HG01456	female	AMR	CLM
HG02323	male	AFR	ACB
HG01463	female	AMR	CLM
HG02330	male	AFR	ACB
HG01468	female	AMR	CLM
HG02133	female	EAS	KHV
HG01603	male	EUR	IBS
HG02138	male	EAS	KHV
HG01608	male	EUR	IBS
HG02140	female	EAS	KHV
HG01610	male	EUR	IBS
HG02145	male	AFR	ACB
HG01398	male	AMR	PUR
HG02152	female	EAS	CDX
HG01413	male	AMR	PUR
HG02291	male	AMR	PEL
HG01538	female	EUR	IBS
HG02304	male	AMR	PEL
HG01552	male	AMR	CLM
HG02234	male	EUR	IBS
HG01482	male	AMR	CLM
HG02239	female	EUR	IBS
HG01487	female	AMR	CLM
HG02164	female	EAS	CDX
HG01780	male	EUR	IBS
HG02169	female	EAS	CDX
HG01785	male	EUR	IBS
HG02176	female	EAS	CDX
HG01797	female	EAS	CDX
HG02513	female	EAS	KHV
HG01817	female	EAS	CDX
HG02525	female	EAS	KHV
HG01843	female	EAS	KHV
HG02537	female	AFR	ACB
HG01848	female	EAS	KHV
HG02462	female	AFR	GWD
HG01850	female	EAS	KHV
HG02479	female	AFR	ACB
HG01766	female	EUR	IBS
HG02481	male	AFR	ACB
HG01773	female	EUR	IBS
HG02549	female	AFR	ACB
HG01778	male	EUR	IBS
HG02563	male	AFR	GWD
HG01711	female	EUR	IBS
HG02568	female	AFR	GWD
HG01747	male	EUR	IBS
HG02429	male	AFR	ACB
HG01761	male	EUR	IBS
HG02436	male	AFR	ACB
HG01677	female	EUR	IBS
HG02450	female	AFR	ACB
HG01684	female	EUR	IBS
HG02455	male	AFR	ACB
HG01696	male	EUR	IBS
HG02486	male	AFR	ACB
HG01615	male	EUR	IBS
HG02493	male	SAS	PJL
HG01622	female	EUR	IBS
HG02501	male	AFR	ACB
HG01627	male	EUR	IBS
HG02373	male	EAS	CDX
HG01704	female	EUR	IBS
HG02380	male	EAS	CDX
HG01709	male	EUR	IBS
HG02385	male	EAS	CDX
HG01800	female	EAS	CDX
HG02392	male	EAS	CDX
HG01805	female	EAS	CDX
HG02397	male	EAS	CDX
HG01812	female	EAS	CDX
HG02405	male	EAS	CDX
HG01672	male	EUR	IBS
HG02347	male	AMR	PEL
HG01867	male	EAS	KHV
HG02703	female	AFR	GWD
HG01874	female	EAS	KHV
HG02715	male	AFR	GWD
HG01879	male	AFR	ACB
HG02722	female	AFR	GWD
HG01881	female	AFR	ACB
HG02727	male	SAS	PJL
HG01886	female	AFR	ACB
HG02734	female	SAS	PJL
HG01893	female	AMR	PEL
HG02758	female	AFR	GWD
HG01898	female	AMR	PEL
HG02760	female	AFR	GWD
HG01944	male	AMR	PEL
HG02570	male	AFR	GWD
HG01949	female	AMR	PEL
HG02575	male	AFR	GWD
HG01951	female	AMR	PEL
HG02582	male	AFR	GWD
HG01918	female	AMR	PEL
HG02587	female	AFR	GWD
HG01920	male	AMR	PEL
HG02594	male	AFR	GWD
HG01925	female	AMR	PEL
HG02599	male	SAS	PJL
HG01970	male	AMR	PEL
HG02602	male	SAS	PJL
HG01975	female	AMR	PEL
HG02676	female	AFR	GWD
HG01982	male	AMR	PEL
HG02683	female	SAS	PJL
HG01956	female	AFR	ACB
HG02688	female	SAS	PJL
HG01968	female	AMR	PEL
HG02690	male	SAS	PJL
HG01932	male	AMR	PEL
HG02652	female	SAS	PJL
HG01937	male	AMR	PEL
HG02657	male	SAS	PJL
HG01855	female	EAS	KHV
HG02614	female	AFR	GWD
HG01862	female	EAS	KHV
HG02621	female	AFR	GWD
HG01987	male	AFR	ACB
HG02645	male	AFR	GWD
HG02106	female	AMR	PEL
HG02924	male	AFR	ESN
HG02113	female	EAS	KHV
HG02943	female	AFR	ESN
HG02120	male	EAS	KHV
HG02948	male	AFR	ESN
HG02048	female	EAS	KHV
HG02979	female	AFR	ESN
HG02050	male	EAS	KHV
HG02981	male	AFR	ESN
HG02055	male	AFR	ACB
HG03009	male	SAS	BEB
HG02024	female	EAS	KHV
HG03016	female	SAS	PJL
HG02029	male	EAS	KHV
HG02854	male	AFR	GWD
HG02031	female	EAS	KHV
HG02861	female	AFR	GWD
HG02079	male	EAS	KHV
HG02878	male	AFR	GWD
HG02081	female	EAS	KHV
HG02880	female	AFR	GWD
HG02086	female	EAS	KHV
HG02804	male	AFR	GWD
HG02012	female	AFR	ACB
HG02809	female	AFR	GWD
HG02017	male	EAS	KHV
HG02811	female	AFR	GWD
HG02144	female	AFR	ACB
HG02816	male	AFR	GWD
HG02151	female	EAS	CDX
HG03023	male	SAS	PJL
HG02156	female	EAS	CDX
HG03028	female	AFR	GWD
HG02168	female	EAS	CDX
HG03035	male	AFR	GWD
HG02170	female	EAS	CDX
HG02784	female	SAS	PJL
HG02182	female	EAS	CDX
HG02789	male	SAS	PJL
HG02067	male	EAS	KHV
HG02791	male	SAS	PJL
HG02074	male	EAS	KHV
HG02885	female	AFR	GWD
HG02132	male	EAS	KHV
HG02892	male	AFR	GWD
HG02137	male	EAS	KHV
HG02897	female	AFR	GWD
HG02334	male	AFR	ACB
HG02772	female	AFR	GWD
HG02339	female	AFR	ACB
HG02974	female	AFR	ESN
HG02353	male	EAS	CDX
HG03078	male	AFR	MSL
HG02187	female	EAS	CDX
HG03080	female	AFR	MSL
HG02219	male	EUR	IBS
HG03085	female	AFR	MSL
HG02221	male	EUR	IBS
HG03097	female	AFR	MSL
HG02271	male	AMR	PEL
HG03100	male	AFR	ESN
HG02276	female	AMR	PEL
HG03105	female	AFR	ESN
HG02283	male	AFR	ACB
HG03112	male	AFR	ESN
HG02358	male	EAS	CDX
HG03059	male	AFR	MSL
HG02360	male	EAS	CDX
HG03061	female	AFR	MSL
HG02372	male	EAS	CDX
HG03066	male	AFR	MSL
HG02377	male	EAS	CDX
HG03073	female	AFR	MSL
HG02233	male	EUR	IBS
HG03117	female	AFR	ESN
HG02238	male	EUR	IBS
HG03124	male	AFR	ESN
HG02240	female	EUR	IBS
HG03129	female	AFR	ESN
HG02384	male	EAS	CDX
HG03047	female	AFR	GWD
HG02389	male	EAS	CDX
HG03054	male	AFR	MSL
HG02391	male	EAS	CDX
HG03225	male	AFR	MSL
HG02396	male	EAS	CDX
HG03237	male	SAS	PJL
HG02308	female	AFR	ACB
HG03193	male	AFR	ESN
HG02315	female	AFR	ACB
HG03198	female	AFR	ESN
HG02322	female	AFR	ACB
HG03131	male	AFR	ESN
HG02252	female	AMR	PEL
HG03136	male	AFR	ESN
HG02257	female	AFR	ACB
HG03162	female	AFR	ESN
HG02288	male	AMR	PEL
HG03167	male	AFR	ESN
HG02303	female	AMR	PEL
HG03249	male	AFR	GWD
HG02466	male	AFR	GWD
HG03251	female	AFR	GWD
HG02478	male	AFR	ACB
HG03268	male	AFR	ESN
HG02480	female	AFR	ACB
HG03270	female	AFR	ESN
HG02485	female	AFR	ACB
HG03371	male	AFR	ESN
HG02574	female	AFR	GWD
HG03376	male	AFR	MSL
HG02586	female	AFR	GWD
HG03383	female	AFR	MSL
HG02492	male	SAS	PJL
HG03388	male	AFR	MSL
HG02497	female	AFR	ACB
HG03453	female	AFR	MSL
HG02505	female	AFR	ACB
HG03458	female	AFR	MSL
HG02512	male	EAS	KHV
HG03460	male	AFR	MSL
HG02524	male	EAS	KHV
HG03465	male	AFR	MSL
HG02536	male	AFR	ACB
HG03472	male	AFR	MSL
HG02428	male	AFR	ACB
HG03477	male	AFR	MSL
HG02442	male	AFR	ACB
HG03484	male	AFR	MSL
HG02461	male	AFR	GWD
HG03294	female	AFR	ESN
HG02555	female	AFR	ACB
HG03299	male	AFR	ESN
HG02562	female	AFR	GWD
HG03302	male	AFR	ESN
HG02567	male	AFR	GWD
HG03390	male	AFR	MSL
HG02613	male	AFR	GWD
HG03408	male	AFR	MSL
HG02620	male	AFR	GWD
HG03410	female	AFR	MSL
HG02625	male	AFR	GWD
HG03352	male	AFR	ESN
HG02601	female	SAS	PJL
HG03369	female	AFR	ESN
HG02409	male	EAS	CDX
HG03439	male	AFR	MSL
HG02783	male	SAS	PJL
HG03446	female	AFR	MSL
HG02788	female	SAS	PJL
HG03307	male	AFR	ESN
HG02790	female	SAS	PJL
HG03314	male	AFR	ESN
HG02687	male	SAS	PJL
HG03667	male	SAS	PJL
HG02694	female	SAS	PJL
HG03679	male	SAS	STU
HG02699	male	SAS	PJL
HG03681	male	SAS	STU
HG02702	male	AFR	GWD
HG03686	male	SAS	STU
HG02764	male	AFR	GWD
HG03489	male	SAS	PJL
HG02769	female	AFR	GWD
HG03491	female	SAS	PJL
HG02771	male	AFR	GWD
HG03511	female	AFR	ESN
HG02776	female	SAS	PJL
HG03516	female	AFR	ESN
HG02733	male	SAS	PJL
HG03624	male	SAS	PJL
HG02738	male	SAS	PJL
HG03629	male	SAS	PJL
HG02757	female	AFR	GWD
HG03631	female	SAS	PJL
HG02668	male	AFR	GWD
HG03636	male	SAS	PJL
HG02675	male	AFR	GWD
HG03693	male	SAS	STU
HG02682	female	SAS	PJL
HG03698	female	SAS	STU
HG02721	male	AFR	GWD
HG03701	male	SAS	PJL
HG02726	female	SAS	PJL
HG03559	male	AFR	MSL
HG02808	female	AFR	GWD
HG03566	female	AFR	MSL
HG02810	male	AFR	GWD
HG03578	female	AFR	MSL
HG02815	male	AFR	GWD
HG03600	male	SAS	BEB
HG02644	male	AFR	GWD
HG03605	female	SAS	BEB
HG02649	female	SAS	PJL
HG03617	female	SAS	BEB
HG02651	male	SAS	PJL
HG03643	female	SAS	STU
HG02656	male	SAS	PJL
HG03650	female	SAS	PJL
HG03022	female	SAS	PJL
HG03585	male	SAS	BEB
HG03027	male	AFR	GWD
HG03547	male	AFR	MSL
HG03034	female	AFR	GWD
HG03826	female	SAS	BEB
HG03039	male	AFR	GWD
HG03833	male	SAS	BEB
HG02884	male	AFR	GWD
HG03838	female	SAS	STU
HG02889	female	AFR	GWD
HG03840	male	SAS	STU
HG02891	female	AFR	GWD
HG03718	male	SAS	ITU
HG02896	female	AFR	GWD
HG03720	male	SAS	ITU
HG03058	female	AFR	MSL
HG03725	male	SAS	ITU
HG03060	male	AFR	MSL
HG03732	male	SAS	ITU
HG03065	male	AFR	MSL
HG03807	female	SAS	BEB
HG03072	male	AFR	MSL
HG03814	female	SAS	BEB
HG02980	male	AFR	ESN
HG03821	male	SAS	BEB
HG03008	male	SAS	BEB
HG03775	male	SAS	ITU
HG03015	male	SAS	PJL
HG03782	female	SAS	ITU
HG03041	female	AFR	GWD
HG03787	female	SAS	ITU
HG03046	female	AFR	GWD
HG03794	male	SAS	BEB
HG03053	female	AFR	MSL
HG03799	female	SAS	BEB
HG02954	male	AFR	ESN
HG03802	female	SAS	BEB
HG02966	male	AFR	ESN
HG03706	female	SAS	PJL
HG02973	male	AFR	ESN
HG03713	male	SAS	ITU
HG02978	female	AFR	ESN
HG03763	male	SAS	PJL
HG02923	male	AFR	ESN
HG03770	female	SAS	ITU
HG02942	male	AFR	ESN
HG03744	male	SAS	STU
HG02947	male	AFR	ESN
HG03756	female	SAS	STU
HG02853	male	AFR	GWD
HG03845	male	SAS	STU
HG02860	male	AFR	GWD
HG03857	female	SAS	STU
HG02839	male	AFR	GWD
HG03864	male	SAS	ITU
HG02841	female	AFR	GWD
HG03869	male	SAS	ITU
HG03197	male	AFR	ESN
HG03871	male	SAS	ITU
HG03200	female	AFR	ESN
HG03876	male	SAS	ITU
HG03212	female	AFR	MSL
HG03903	female	SAS	BEB
HG03224	male	AFR	MSL
HG03908	male	SAS	BEB
HG03077	male	AFR	MSL
HG03910	female	SAS	BEB
HG03084	male	AFR	MSL
HG03915	female	SAS	BEB
HG03091	female	AFR	MSL
HG03939	female	SAS	BEB
HG03096	male	AFR	MSL
HG03941	male	SAS	BEB
HG03248	male	AFR	GWD
HG03953	male	SAS	STU
HG03250	female	AFR	GWD
HG04014	female	SAS	ITU
HG03267	female	AFR	ESN
HG04019	male	SAS	ITU
HG03279	female	AFR	ESN
HG04026	female	SAS	ITU
HG03293	male	AFR	ESN
HG04033	male	SAS	STU
HG03298	male	AFR	ESN
HG03922	female	SAS	BEB
HG03301	male	AFR	ESN
HG03927	female	SAS	BEB
HG03104	female	AFR	ESN
HG03934	female	SAS	BEB
HG03109	male	AFR	ESN
HG03960	male	SAS	ITU
HG03111	female	AFR	ESN
HG03965	male	SAS	ITU
HG03116	female	AFR	ESN
HG03972	female	SAS	ITU
HG03123	female	AFR	ESN
HG03977	female	SAS	ITU
HG03128	male	AFR	ESN
HG03989	female	SAS	STU
HG03130	male	AFR	ESN
HG03991	male	SAS	STU
HG03135	female	AFR	ESN
HG04002	male	SAS	ITU
HG03159	female	AFR	ESN
HG03888	female	SAS	STU
HG03161	male	AFR	ESN
HG03890	male	SAS	STU
HG03229	female	SAS	PJL
HG03895	female	SAS	STU
HG03236	female	SAS	PJL
HG04038	female	SAS	STU
HG03166	male	AFR	ESN
HG04040	male	SAS	STU
HG03173	male	AFR	ESN
NA06989	female	EUR	CEU
HG03488	female	SAS	PJL
NA06991	female	EUR	CEU
HG03490	male	SAS	PJL
NA07014	female	EUR	CEU
HG03508	female	AFR	ESN
NA07019	female	EUR	CEU
HG03510	female	AFR	ESN
NA07045	female	EUR	CEU
HG03515	male	AFR	ESN
HG04228	male	SAS	STU
HG03433	male	AFR	MSL
HG04235	male	SAS	ITU
HG03438	female	AFR	MSL
NA06984	male	EUR	CEU
HG03445	male	AFR	MSL
HG04204	male	SAS	STU
HG03452	female	AFR	MSL
HG04209	female	SAS	ITU
HG03344	male	AFR	ESN
HG04211	male	SAS	ITU
HG03351	female	AFR	ESN
HG04216	female	SAS	ITU
HG03363	female	AFR	ESN
HG04115	male	SAS	STU
HG03368	male	AFR	ESN
HG04122	male	SAS	STU
HG03394	male	AFR	MSL
HG04127	male	SAS	STU
HG03399	male	AFR	MSL
HG04134	male	SAS	BEB
HG03402	female	AFR	MSL
HG04158	male	SAS	BEB
HG03419	female	AFR	MSL
HG04160	male	SAS	BEB
HG03469	male	AFR	MSL
HG04177	female	SAS	BEB
HG03471	male	AFR	MSL
HG04141	female	SAS	BEB
HG03476	female	AFR	MSL
HG04146	male	SAS	BEB
HG03522	female	AFR	ESN
HG04153	female	SAS	BEB
HG03539	female	AFR	GWD
HG04184	female	SAS	BEB
HG03370	male	AFR	ESN
HG04189	female	SAS	BEB
HG03382	male	AFR	MSL
HG04191	male	SAS	BEB
HG03457	male	AFR	MSL
NA07348	female	EUR	CEU
HG03464	female	AFR	MSL
NA10839	female	EUR	CEU
